id,split,issue_type,rank,confidence,evidence_1,evidence_2,recommended_action,short_explanation
T2960,train,near_duplicate,591,low,Accepted near pair(s) N0241 with max cosine 0.9762,Manual review category=same_spam_campaign_template; partner sample(s)=T1238|T1417|T1848; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T0607,train,near_duplicate,592,low,Accepted near pair(s) N0109 with max cosine 0.9756,Manual review category=same_spam_campaign_template; partner sample(s)=T2073; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T2073,train,near_duplicate,593,low,Accepted near pair(s) N0109 with max cosine 0.9756,Manual review category=same_spam_campaign_template; partner sample(s)=T0607; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T0057,train,near_duplicate,594,low,Accepted near pair(s) N0004 with max cosine 0.9679,Manual review category=same_spam_campaign_template; partner sample(s)=T2741|T2757; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T2741,train,near_duplicate,595,low,Accepted near pair(s) N0389 with max cosine 0.9679,Manual review category=same_spam_campaign_template; partner sample(s)=T0057|T2757; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T1041,train,near_duplicate,596,low,Accepted near pair(s) N0035 with max cosine 0.9642,Manual review category=same_forwarded_or_template_ham; partner sample(s)=T0229|T2807|T3496; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T2807,train,near_duplicate,597,low,Accepted near pair(s) N0036 with max cosine 0.9642,Manual review category=same_forwarded_or_template_ham; partner sample(s)=T0229|T1041|T3496; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T3496,train,near_duplicate,598,low,Accepted near pair(s) N0037 with max cosine 0.9642,Manual review category=same_forwarded_or_template_ham; partner sample(s)=T0229|T1041|T2807; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T0658,train,near_duplicate,599,low,Accepted near pair(s) N0118 with max cosine 0.9601,Manual review category=same_spam_campaign_template; partner sample(s)=T1144; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T1144,train,near_duplicate,600,low,Accepted near pair(s) N0118 with max cosine 0.9601,Manual review category=same_spam_campaign_template; partner sample(s)=T0658; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T1836,train,near_duplicate,601,low,Accepted near pair(s) N0296 with max cosine 0.9598,Manual review category=same_spam_campaign_template; partner sample(s)=T2103; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T2103,train,near_duplicate,602,low,Accepted near pair(s) N0296 with max cosine 0.9598,Manual review category=same_spam_campaign_template; partner sample(s)=T1836; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T0143,train,near_duplicate,603,low,Accepted near pair(s) N0020 with max cosine 0.9563,Manual review category=same_spam_campaign_template; partner sample(s)=T3068; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T3068,train,near_duplicate,604,low,Accepted near pair(s) N0020 with max cosine 0.9563,Manual review category=same_spam_campaign_template; partner sample(s)=T0143; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T0682,train,near_duplicate,605,low,Accepted near pair(s) N0128 with max cosine 0.9546,Manual review category=minor_personalization_change; partner sample(s)=T3735; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T3735,train,near_duplicate,606,low,Accepted near pair(s) N0128 with max cosine 0.9546,Manual review category=minor_personalization_change; partner sample(s)=T0682; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T2996,train,near_duplicate,607,low,Accepted near pair(s) N0404 with max cosine 0.9525,Manual review category=same_spam_campaign_template; partner sample(s)=T3256; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T0869,train,near_duplicate,608,low,Accepted near pair(s) N0151 with max cosine 0.9506,Manual review category=same_spam_campaign_template; partner sample(s)=T2159; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T2159,train,near_duplicate,609,low,Accepted near pair(s) N0151 with max cosine 0.9506,Manual review category=same_spam_campaign_template; partner sample(s)=T0869; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T0675,train,near_duplicate,610,low,Accepted near pair(s) N0123 with max cosine 0.9496,Manual review category=minor_personalization_change; partner sample(s)=T1022; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T1022,train,near_duplicate,611,low,Accepted near pair(s) N0123 with max cosine 0.9496,Manual review category=minor_personalization_change; partner sample(s)=T0675; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T0833,train,near_duplicate,612,low,Accepted near pair(s) N0149 with max cosine 0.9492,Manual review category=minor_personalization_change; partner sample(s)=T3377; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T3377,train,near_duplicate,613,low,Accepted near pair(s) N0149 with max cosine 0.9492,Manual review category=minor_personalization_change; partner sample(s)=T0833; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T1349,train,near_duplicate,614,low,Accepted near pair(s) N0231 with max cosine 0.9434,Manual review category=minor_personalization_change; partner sample(s)=T2561|T3828; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T3828,train,near_duplicate,615,low,Accepted near pair(s) N0373 with max cosine 0.9434,Manual review category=minor_personalization_change; partner sample(s)=T1349|T2561; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T0179,train,near_duplicate,616,low,Accepted near pair(s) N0024 with max cosine 0.9422,Manual review category=minor_personalization_change; partner sample(s)=T2969; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T2969,train,near_duplicate,617,low,Accepted near pair(s) N0024 with max cosine 0.9422,Manual review category=minor_personalization_change; partner sample(s)=T0179; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T3218,train,near_duplicate,618,low,Accepted near pair(s) N0415 with max cosine 0.9420,Manual review category=same_spam_campaign_template; partner sample(s)=T3290; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T3290,train,near_duplicate,619,low,Accepted near pair(s) N0415 with max cosine 0.9420,Manual review category=same_spam_campaign_template; partner sample(s)=T3218; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
