sample_id,split,label,uci_row_number,duplicate_type,cross_split_duplicate,exact_cluster_ids,near_pair_ids,n_exact_duplicate_clusters,n_exact_duplicate_partner_samples,n_near_reviewed_accepted_pairs,n_cross_split_exact_partner_samples,n_cross_split_near_reviewed_accepted_pairs,partner_ids,cross_split_partner_ids,review_categories,max_near_similarity,text
T3646,train,ham,4550,exact,False,E0095,,1,1,0,0,0,T0728,,,,Hope you are having a good week. Just checking in
T3653,train,ham,4557,exact,False,E0146,,1,3,0,0,0,T1181|T1428|T2394,,,,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
T3654,train,ham,4559,exact,False,E0283,,1,1,0,0,0,T3803,,,,I am in hospital da. . I will return home in evening
T3661,train,ham,4567,exact,False,E0192,,1,2,0,0,0,T1575|T2656,,,,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
T3665,train,ham,4571,exact,False,E0284,,1,1,0,0,0,T4241,,,,At WHAT TIME should i come tomorrow
T3679,train,ham,4592,exact,False,E0250,,1,1,0,0,0,T2719,,,,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
T3680,train,spam,4593,exact,False,E0196,,1,1,0,0,0,T1675,,,,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50
T3689,train,spam,4603,near_reviewed_accepted,False,,N0435,0,0,1,0,0,T4370,,same_spam_campaign_template,0.9775084934552236,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop
T3715,train,ham,4634,exact,False,E0073,,1,2,0,0,0,T0483|T2734,,,,"I'm in a meeting, call me later at"
T3719,train,ham,4639,exact,False,E0133,,1,2,0,0,0,T1037|T2666,,,,Oh ho. Is this the first time u use these type of words
T3725,train,ham,4646,exact,False,E0031,,1,2,0,0,0,T0167|T0535,,,,Did u got that persons story
T3730,train,ham,4651,exact,False,E0269,,1,1,0,0,0,T3078,,,,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
T3734,train,ham,4656,exact,False,E0188,,1,1,0,0,0,T1553,,,,Hope you are having a great day.
T3735,train,ham,4657,near_reviewed_accepted,False,,N0128,0,0,1,0,0,T0682,,minor_personalization_change,0.9545945163242008,Our Prasanth ettans mother passed away last night. Just pray for her and family.
T3749,train,spam,4674,near_reviewed_accepted,False,,N0402,0,0,1,0,0,T2937,,same_spam_campaign_template,1.0,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114"
T3764,train,spam,4697,near_reviewed_accepted,False,,N0085,0,0,1,0,0,T0429,,same_spam_campaign_template,0.9848624768617203,"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU"
T3766,train,ham,4700,exact,False,E0150,,1,1,0,0,0,T1210,,,,Don no da:)whats you plan?
T3768,train,spam,4702,exact,False,E0181,,1,1,0,0,0,T1441,,,,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
T3783,train,ham,4720,exact,False,E0178,,1,2,0,0,0,T1432|T2516,,,,My uncles in Atlanta. Wish you guys a great semester.
T3796,train,spam,4736,exact,False,E0177,,1,1,0,0,0,T1427,,,,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
T3802,train,ham,4744,exact,False,E0078,,1,1,0,0,0,T0526,,,,Ya very nice. . .be ready on thursday
T3803,train,ham,4745,exact,False,E0283,,1,1,0,0,0,T3654,,,,I am in hospital da. . I will return home in evening
T3828,train,ham,4777,exact_and_near_reviewed_accepted,False,E0166,N0373,1,1,1,0,0,T1349|T2561,,minor_personalization_change,0.9434026471974876,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
T3843,train,spam,4798,near_reviewed_accepted,False,,N0411,0,0,1,0,0,T3129,,same_spam_campaign_template,0.9805778105190704,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893
T3848,train,ham,4804,exact,False,E0249,,1,1,0,0,0,T2696,,,,Reverse is cheating. That is not mathematics.
T3858,train,ham,4816,exact,False,E0072,,1,2,0,0,0,T0442|T1012,,,,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
T3873,train,spam,4835,near_reviewed_accepted,False,,N0027|N0186,0,0,2,0,0,T0190|T1109,,same_spam_campaign_template,0.9787179487884624,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION."
T3880,train,spam,4846,exact,False,E0271,,1,1,0,0,0,T3189,,,,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386 
T3882,train,ham,4849,exact,False,E0261,,1,1,0,0,0,T2897,,,,I am in escape theatre now. . Going to watch KAVALAN in a few minutes
T3892,train,ham,4860,exact,False,E0132,,1,9,0,0,0,T1032|T1065|T1146|T1192|T1364|T1858|T2017|T2137|T2539,,,,Ok...
T3897,train,spam,4865,exact,False,E0272,,1,1,0,0,0,T3217,,,,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
T3900,train,ham,4870,exact,False,E0079,,1,2,0,0,0,T0528|T0780,,,,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
T3907,train,spam,4880,exact,False,E0243,,1,1,0,0,0,T2402,,,,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
T3913,train,spam,4889,exact,False,E0076,,1,1,0,0,0,T0515,,,,Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.
T3918,train,ham,4896,exact,False,E0112,,1,2,0,0,0,T0876|T1093,,,,Convey my regards to him
T3923,train,spam,4902,near_reviewed_accepted,False,,N0084|N0331,0,0,2,0,0,T0419|T2124,,same_spam_campaign_template,0.9982835117661664,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
T3941,train,ham,4924,exact,False,E0163,,1,1,0,0,0,T1311,,,,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
T3947,train,spam,4931,exact,False,E0122,,1,1,0,0,0,T0948,,,,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
T3976,train,ham,4963,exact,False,E0265,,1,1,0,0,0,T3022,,,,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND"
T3977,train,ham,4964,exact,False,E0225,,1,1,0,0,0,T2035,,,,Yup ok...
T4019,train,spam,5019,exact,False,E0185,,1,1,0,0,0,T1513,,,,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
T4029,train,ham,5032,exact,False,E0223,,1,1,0,0,0,T1984,,,,Is there coming friday is leave for pongal?do you get any news from your work place.
T4033,train,spam,5038,exact,False,E0259,,1,1,0,0,0,T2882,,,,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
T4039,train,ham,5047,exact,False,E0130,,1,1,0,0,0,T1020,,,,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
T4042,train,ham,5051,exact,False,E0105,,1,1,0,0,0,T0840,,,,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)"
T4050,train,spam,5061,near_reviewed_accepted,False,,N0414,0,0,1,0,0,T3193,,same_spam_campaign_template,1.0000000000000009,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674
T4059,train,spam,5072,near_reviewed_accepted,False,,N0122|N0401,0,0,2,0,0,T0668|T2921,,same_spam_campaign_template,0.9861045849808128,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
T4060,train,ham,5075,exact,False,E0287,,1,1,0,0,0,T4202,,,,Gud ni8 dear..slp well..take care..swt dreams..Muah..
T4061,train,ham,5076,exact,False,E0278,,1,1,0,0,0,T3490,,,,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
T4074,train,ham,5094,exact,False,E0024,,1,2,0,0,0,T0118|T3282,,,,No no. I will check all rooms befor activities
T4082,train,ham,5107,exact,False,E0216,,1,1,0,0,0,T1898,,,,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"
T4083,train,ham,5108,exact,False,E0058,,1,2,0,0,0,T0355|T1588,,,,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
T4086,train,ham,5111,exact,False,E0260,,1,1,0,0,0,T2885,,,,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
T4088,train,spam,5113,near_reviewed_accepted,False,,N0295|N0355,0,0,2,0,0,T1834|T2363,,same_spam_campaign_template,1.0,You have 1 new message. Please call 08715205273
T4093,train,spam,5118,near_reviewed_accepted,False,,N0174,0,0,1,0,0,T1056,,same_spam_campaign_template,1.0000000000000016,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply."
T4103,train,ham,5132,exact,False,E0247,,1,1,0,0,0,T2595,,,,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
T4118,train,spam,5150,exact,False,E0289,,1,1,0,0,0,T4374,,,,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
T4143,train,ham,5178,exact,False,E0205,,1,2,0,0,0,T1767|T2440,,,,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
T4144,train,ham,5179,exact,False,E0226,,1,1,0,0,0,T2046,,,,Company is very good.environment is terrific and food is really nice:)
T4149,train,ham,5185,exact,False,E0281,,1,1,0,0,0,T3572,,,,I sent them. Do you like?
T4155,train,ham,5191,exact,False,E0229,,1,3,0,0,0,T2088|T2161|T3132,,,,Okie
T4158,train,ham,5194,exact,False,E0014,,1,29,0,0,0,T0069|T0188|T0283|T0367|T0569|T0623|T0915|T0933|T1194|T1277|T1526|T1586|T1591|T1911|T1965|T2024|T2028|T2029|T2128|T2699|T2714|T2850|T2900|T3321|T3358|T3373|T4338|T4366|T4448,,,,"Sorry, I'll call later"
T4162,train,spam,5199,exact,False,E0213,,1,1,0,0,0,T1891,,,,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic "
T4166,train,spam,5203,near_reviewed_accepted,False,,N0064,0,0,1,0,0,T0277,,same_spam_campaign_template,0.97772899537257,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk
T4168,train,ham,5206,exact,False,E0279,,1,1,0,0,0,T3512,,,,Me fine..absolutly fine
T4170,train,spam,5208,near_reviewed_accepted,False,,N0293,0,0,1,0,0,T1830,,same_spam_campaign_template,0.9855394286661616,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt
T4173,train,ham,5212,exact,False,E0290,,1,1,0,0,0,T4429,,,,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
T4178,train,spam,5217,exact,False,E0275,,1,1,0,0,0,T3438,,,,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
T4179,train,ham,5218,exact,False,E0276,,1,1,0,0,0,T3472,,,,I keep ten rs in my shelf:) buy two egg.
T4180,train,ham,5219,exact,False,E0156,,1,2,0,0,0,T1263|T3427,,,,I am late. I will be there at
T4184,train,ham,5223,near_reviewed_accepted,False,,N0025,0,0,1,0,0,T0186,,embedded_or_transcript_variant,0.99042407218492,I have to take exam with in march 3
T4187,train,ham,5229,exact,False,E0068,,1,2,0,0,0,T0416|T1774,,,,Prabha..i'm soryda..realy..frm heart i'm sory
T4193,train,spam,5235,exact,False,E0273,,1,1,0,0,0,T3248,,,,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
T4196,train,ham,5239,exact,False,E0067,,1,3,0,0,0,T0415|T0634|T1000,,,,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
T4198,train,ham,5244,exact,False,E0010,,1,1,0,0,0,T0054,,,,Its a part of checking IQ
T4202,train,ham,5250,exact,False,E0287,,1,1,0,0,0,T4060,,,,Gud ni8 dear..slp well..take care..swt dreams..Muah..
T4209,train,ham,5260,exact,False,E0228,,1,2,0,0,0,T2087|T2096,,,,"As usual..iam fine, happy &amp; doing well..:)"
T4216,train,spam,5272,exact,False,E0280,,1,1,0,0,0,T3515,,,,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy "
T4224,train,ham,5282,exact,False,E0242,,1,1,0,0,0,T2336,,,,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG""."
T4227,train,spam,5288,exact,False,E0006,,1,1,0,0,0,T0013,,,,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18"
T4241,train,ham,5304,exact,False,E0284,,1,1,0,0,0,T3665,,,,At WHAT TIME should i come tomorrow
T4251,train,spam,5317,exact,False,E0262,,1,1,0,0,0,T2930,,,,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50
T4252,train,ham,5318,exact,False,E0088,,1,2,0,0,0,T0671|T4444,,,,Hahaha..use your brain dear
T4274,train,ham,5349,exact,False,E0244,,1,1,0,0,0,T2562,,,,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
T4282,train,ham,5358,near_reviewed_accepted,False,,N0223,0,0,1,0,0,T1308,,embedded_or_transcript_variant,0.993952114176298,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)"
T4284,train,ham,5360,exact,False,E0187,,1,3,0,0,0,T1545|T2453|T3609,,,,Ok
T4299,train,ham,5377,exact,False,E0152,,1,1,0,0,0,T1244,,,,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
T4308,train,ham,5389,exact,False,E0108,,1,2,0,0,0,T0856|T1741,,,,I'm at work. Please call
T4311,train,ham,5392,exact,False,E0116,,1,2,0,0,0,T0909|T2987,,,,Ok.ok ok..then..whats ur todays plan
T4338,train,ham,5426,exact,False,E0014,,1,29,0,0,0,T0069|T0188|T0283|T0367|T0569|T0623|T0915|T0933|T1194|T1277|T1526|T1586|T1591|T1911|T1965|T2024|T2028|T2029|T2128|T2699|T2714|T2850|T2900|T3321|T3358|T3373|T4158|T4366|T4448,,,,"Sorry, I'll call later"
T4365,train,ham,5460,exact,False,E0180,,1,1,0,0,0,T1437,,,,Arun can u transfr me d amt
T4366,train,ham,5461,exact,False,E0014,,1,29,0,0,0,T0069|T0188|T0283|T0367|T0569|T0623|T0915|T0933|T1194|T1277|T1526|T1586|T1591|T1911|T1965|T2024|T2028|T2029|T2128|T2699|T2714|T2850|T2900|T3321|T3358|T3373|T4158|T4338|T4448,,,,"Sorry, I'll call later"
T4370,train,spam,5465,near_reviewed_accepted,False,,N0435,0,0,1,0,0,T3689,,same_spam_campaign_template,0.9775084934552236,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv
T4374,train,spam,5470,exact,False,E0289,,1,1,0,0,0,T4118,,,,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
T4376,train,ham,5472,exact,False,E0211,,1,1,0,0,0,T1860,,,,Ok lor.
T4377,train,ham,5474,exact,False,E0041,,1,1,0,0,0,T0220,,,,Yup
T4381,train,ham,5480,exact,False,E0071,,1,2,0,0,0,T0436|T2488,,,,What Today-sunday..sunday is holiday..so no work..
T4391,train,ham,5491,exact,False,E0119,,1,2,0,0,0,T0941|T4393,,,,K. I will sent it again
T4393,train,ham,5493,exact,False,E0119,,1,2,0,0,0,T0941|T4391,,,,K. I will sent it again
T4400,train,spam,5500,exact_and_near_reviewed_accepted,False,E0282,N0120,1,1,1,0,0,T0667|T3611,,same_spam_campaign_template,0.9784440703265016,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
T4409,train,ham,5513,exact,False,E0170,,1,1,0,0,0,T1386,,,,I went to project centre
T4421,train,spam,5527,exact,False,E0114,,1,1,0,0,0,T0884,,,,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99
